video_id,segment_id,segment_sec,start_time,end_time,character,expected_emotion,predicted_emotion,detection_count,character_count,emotion_count,mismatch_score,entropy_score,transition_score,diversity_score,emotion_confidence_score,expected_emotion_probability,emotion_intensity_score,emotion_distance_score,valence_flip_rate,arousal_change_score,emotion_change_count,emotion_change_rate,character_emotion_rarity_score,youtube_highlight_score,is_highlight,mismatch_delta,entropy_delta,dominant_emotion_changed,surprise_spike,rolling_mismatch_mean_15sec,rolling_entropy_std_15sec,high_mismatch_duration_sec,highlight_rank_score,highlight_score_temporal_smoothed,highlight_temporal_smooth_rank_score,emotion_missing,has_detection,seconds_since_last_detection,mismatch_score_vs_prev3,mismatch_score_spike_vs_prev3max,entropy_score_vs_prev3,entropy_score_spike_vs_prev3max,transition_score_vs_prev3,transition_score_spike_vs_prev3max,diversity_score_vs_prev3,diversity_score_spike_vs_prev3max,emotion_confidence_score_vs_prev3,emotion_confidence_score_spike_vs_prev3max,emotion_intensity_score_vs_prev3,emotion_intensity_score_spike_vs_prev3max,mismatch_score_is_local_peak,mismatch_score_vs_neighbor_mean,mismatch_score_vs_local5_mean,mismatch_score_ratio_to_local5_max,entropy_score_is_local_peak,entropy_score_vs_neighbor_mean,entropy_score_vs_local5_mean,entropy_score_ratio_to_local5_max,transition_score_is_local_peak,transition_score_vs_neighbor_mean,transition_score_vs_local5_mean,transition_score_ratio_to_local5_max,diversity_score_is_local_peak,diversity_score_vs_neighbor_mean,diversity_score_vs_local5_mean,diversity_score_ratio_to_local5_max,emotion_confidence_score_is_local_peak,emotion_confidence_score_vs_neighbor_mean,emotion_confidence_score_vs_local5_mean,emotion_confidence_score_ratio_to_local5_max,emotion_intensity_score_is_local_peak,emotion_intensity_score_vs_neighbor_mean,emotion_intensity_score_vs_local5_mean,emotion_intensity_score_ratio_to_local5_max,mismatch_score_x_detected,entropy_score_x_detected,transition_score_x_detected,diversity_score_x_detected,surprise_spike_x_detected,emotion_intensity_score_x_detected,relative_time,is_late_part,is_middle_part,predicted_youtube_highlight_score_temporal_v2_raw,predicted_youtube_highlight_score_temporal_v2_smoothed,temporal_v2_residual_smoothed,data_split,predicted_top_highlight_raw,predicted_top_highlight_smoothed,predicted_top_highlight_diverse_smoothed
vW0IQoSweVI,312,5,1555,1560,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8777138527831045,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9857549857549858,0.8751967337747575,0.9829059829059829,1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,-0.025396825396825355,0.0,1,0.0,-0.18542129993438716,0.0,1,0.0,-0.19613803420215842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8885714285714286,1,0,0.9681622614207829,0.966802028938648,-0.08908817615554343,train,1,1,1
vW0IQoSweVI,310,5,1545,1550,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9135127705303144,1,0.0,0.0,0,0.0,0.2333333333333334,0.0,0,0.9943019943019943,0.9047344113770707,0.9943019943019943,1,0,10,-0.4416666666666667,-0.7,-0.23747145807201483,-0.7124143742160444,-0.49999999999999983,-0.75,-0.1931216931216928,-0.4523809523809523,-0.3024351894855498,-0.4644166380167007,-0.3811498174744579,-0.6050415055826304,1,0.0,-0.14000000000000004,0.0,1,0.0,0.0,0.0,1,0.0,-0.15,0.0,1,0.0,-0.025396825396825355,0.0,1,0.0,-0.08857778608798975,0.0,1,0.0,-0.12100830111652608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8828571428571429,1,0,0.9677124113293831,0.9582457941872047,-0.04473302365689025,train,1,1,1
vW0IQoSweVI,323,5,1610,1615,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6934595260080024,1,0.0,-0.3562071871080222,0,0.0,0.0,0.2056563153640955,0,0.9487179487179487,0.6909573701835936,0.9430199430199431,1,0,5,0.0,0.0,-0.11873572903600743,-0.3562071871080222,0.0,0.0,-0.08465608465608436,-0.2539682539682539,-0.17230692009131107,-0.5169207602739334,-0.1868173710536211,-0.5604521131608633,1,0.0,-0.16000000000000006,0.0,0,-0.1781035935540111,-0.0712414374216045,0.0,1,0.0,0.0,0.0,0,-0.12698412698412695,-0.07619047619047611,0.0,0,-0.2584603801369667,-0.15993212759494776,0.0,0,-0.28022605658043165,-0.2536528787855058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1,0,0.9392339122584549,0.9343755962329297,-0.24091607022492723,train,1,1,1
vW0IQoSweVI,314,5,1565,1570,Anger,angry,angry,1,1,1,0.0,-0.0,0.0,0.1269841269841269,0.927106499671936,0.927106499671936,0.980690171010792,0.0,0.0,0.0,0,0.0,0.747191011235955,0.6741864031799399,1,0.0,-0.0,0,0.0,0.0,0.0,0,0.9344729344729344,0.7219202752720759,0.9458689458689459,0,1,0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.1269841269841269,0.1269841269841269,0.927106499671936,0.927106499671936,0.980690171010792,0.980690171010792,1,0.0,0.0,0.0,1,-0.0,-0.0,0.0,1,0.0,0.0,0.0,1,0.1269841269841269,0.10158730158730153,1.0,1,0.927106499671936,0.7416851997375489,1.0,1,0.980690171010792,0.7845521368086337,1.0,0.0,-0.0,0.0,0.1269841269841269,0.0,0.980690171010792,0.8942857142857142,1,0,0.9404920854040193,0.9336531312185721,-0.25946672803863213,train,1,1,1
vW0IQoSweVI,271,5,1350,1355,Anger,angry,happy,2,2,2,0.9,0.3562071871080222,0.0,0.2539682539682539,0.5998453348875046,0.0377233624458312,0.6231118532945399,0.500826941470786,0.5,0.3,0,0.0,0.8761535926170072,0.7721542197073143,1,0.9,0.3562071871080222,0,0.7666666666666666,0.3000000000000001,0.2056563153640956,5,0.9544159544159544,0.7934487455706299,0.9658119658119658,0,1,0,0.7666666666666666,0.5,0.3562071871080222,0.3562071871080222,-0.16666666666666652,-0.5,0.21164021164021182,0.126984126984127,0.414297843972842,0.04320286214351654,0.5196541839706088,0.3127388453227466,1,0.7,0.6399999999999999,1.0,1,0.1781035935540111,0.21372431226481325,1.0,0,-0.5,-0.2,0.0,1,0.1547619047619047,0.16349206349206347,1.0,1,0.30777130275964737,0.3630466550588608,1.0,0,0.30289362831972516,0.370402192645706,0.9729487653982652,0.9,0.3562071871080222,0.0,0.2539682539682539,0.7666666666666666,0.6231118532945399,0.7714285714285715,1,0,0.9379618022338204,0.9247315332407875,-0.15257731353347315,train,1,1,1
vW0IQoSweVI,330,5,1645,1650,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5879477709117602,0,0.0,0.0,0,0.0,0.0,0.0,0,0.8945868945868946,0.5987910915390142,0.8917378917378918,1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,-0.04232804232804202,-0.1269841269841269,-0.1907983223597208,-0.5723949670791626,-0.09499508459120982,-0.2849852537736295,0,-0.35,-0.14000000000000004,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,-0.06349206349206345,-0.05079365079365074,0.0,0,-0.16808344423770905,-0.1817123711109161,0.0,0,-0.4060320667922496,-0.21940987747162577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1,0,0.9227749484608009,0.9228063144644791,-0.33485854355271893,stratified_test,1,1,1
vW0IQoSweVI,308,5,1535,1540,Riley,neutral,fearful,2,1,1,0.7,-0.0,0.75,0.1269841269841269,0.442888930439949,0.2948455438017844,0.6050415055826304,0.5385164807134504,0.0,0.9,0,0.0,0.8555555555555556,0.8002297879952543,1,0.0749999999999999,-0.7124143742160444,0,0.0,0.7083333333333334,0.4113126307281919,20,0.9715099715099715,0.8217855855713658,0.9715099715099715,0,1,0,-0.008333333333333415,-0.10000000000000009,-0.23747145807201483,-0.7124143742160444,0.16666666666666685,-0.25,-0.10846560846560815,-0.32539682539682535,-0.022047837575276674,-0.21422617137432104,0.061480797672993415,-0.03458688277751221,1,0.38749999999999996,0.27499999999999997,0.8749999999999999,0,-0.3562071871080222,-0.14248287484320893,-0.0,1,0.375,0.25,0.75,0,-0.09920634920634924,-0.01428571428571429,0.2807017543859648,0,0.21068061143159864,0.20677210390567782,0.9536457012636624,1,0.33583753216225865,0.2484259374259271,0.9459265983078318,0.7,-0.0,0.75,0.1269841269841269,0.0,0.6050415055826304,0.8771428571428571,1,0,0.9273462728126104,0.9174710689592513,-0.117241280963997,train,1,1,1
vW0IQoSweVI,339,5,1690,1695,Riley,neutral,neutral,3,2,2,0.3999999999999999,0.3271035759815648,0.0,0.2539682539682539,0.3830507596333821,0.2838083257277806,0.4452478511569398,0.1745069399093885,0.0,0.1999999999999999,1,1.0,0.8095579450418161,0.9355600539811068,1,0.3999999999999999,0.3271035759815648,0,0.2499999999999999,0.1333333333333334,0.1888533376458451,0,0.9971509971509972,0.9190418511415748,0.9971509971509972,0,1,0,0.24999999999999983,-0.0500000000000001,0.20836784694555738,-0.029103611126457374,0.0,0.0,0.16931216931216952,0.0,0.21917484203974405,-0.10857699314753222,0.323942378698848,0.08133143378266444,1,0.2374999999999999,0.2549999999999999,1.0,0,0.05994818565054816,0.1548207046528451,0.6121972227029929,0,-0.24999999999999994,-0.25,0.0,0,0.09126984126984125,0.11269841269841271,0.7804878048780488,0,0.11687228766580415,0.050607095907131805,0.5129155262492021,1,0.22423598764774688,0.2376975439550975,1.0,0.3999999999999999,0.3271035759815648,0.0,0.2539682539682539,0.2499999999999999,0.4452478511569398,0.9657142857142857,1,0,0.9138305922964509,0.9159690107663327,0.019591043214774007,train,1,1,1
vW0IQoSweVI,325,5,1620,1625,Anger,angry,fearful,1,1,1,0.8,-0.0,0.0,0.1269841269841269,0.2827398777008056,0.2360312938690185,0.7078122807666658,0.0632455532033675,0.0,0.0999999999999999,0,0.0,0.8777777777777778,0.6762047756969272,1,0.8,-0.0,0,0.8,0.2666666666666668,0.0,5,0.9373219373219374,0.678778664309597,0.9287749287749287,0,1,0,0.8,0.8,-0.11873572903600743,-0.3562071871080222,0.0,0.0,0.042328042328042534,-0.126984126984127,0.11043295760949454,-0.2341808825731278,0.5209949097130447,0.1473601676058025,1,0.8,0.64,1.0,1,-0.0,-0.0,0.0,1,0.0,0.0,0.0,1,0.1269841269841269,0.10158730158730153,1.0,1,0.2827398777008056,0.22619190216064453,1.0,1,0.7078122807666658,0.5662498246133326,1.0,0.8,-0.0,0.0,0.1269841269841269,0.8,0.7078122807666658,0.9257142857142857,1,0,0.9123897779663777,0.9127376218733392,-0.23653284617641201,stratified_test,1,1,1
vW0IQoSweVI,321,5,1600,1605,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.6666785046286429,1,0.0,0.0,0,0.0,0.0,0.0,0,0.9316239316239316,0.6680653771180085,0.9230769230769231,1,0,10,0.0,0.0,0.0,0.0,0.0,0.0,-0.04232804232804202,-0.1269841269841269,-0.10489864150683076,-0.3146959245204925,-0.1836634549001852,-0.5509903647005556,1,0.0,0.0,0.0,0,-0.1781035935540111,-0.0712414374216045,0.0,1,0.0,0.0,0.0,0,-0.12698412698412695,-0.07619047619047613,0.0,0,-0.2584603801369667,-0.16632333695888515,0.0,0,-0.28022605658043165,-0.22228849557228378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857143,1,0,0.9138459812806383,0.9118297090683782,-0.24515120443973537,train,1,1,1
